reg_clause_id,reg_article_id,clause_type,label,paragraph_no,parent_clause_id,text,source_document
REG_ART_117_P2,REG_ART_117,paragraph,,2,,"After agreeing upon the admission, the Institute shall communicate this to the applicant, providing a copy to the data controller within a period no more than ten days, attaching all documents filed by the data subject, in order to allow the data controller to provide such response as it considers appropriate within a period of fifteen days from notification, with the obligation to offer the evidence it deems relevant.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_118_P1,REG_ART_118,paragraph,,1,,"The Institute shall issue a decision to admit or reject the evidence, and if necessary, the evidence will be examined at a hearing, the place or media, date and time of which the parties shall be notified.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_P1,REG_ART_119,paragraph,,1,,The following may be produced as evidence:,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_I,REG_ART_119,fraction,I,,,Public documents;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_II,REG_ART_119,fraction,II,,,Private documents;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_III,REG_ART_119,fraction,III,,,"Inspection, provided it is conducted through a competent authority;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_IV,REG_ART_119,fraction,IV,,,"Legal presumptions, in its double aspect, legal and human;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_V,REG_ART_119,fraction,V,,,Experts;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_VI,REG_ART_119,fraction,VI,,,"Witness testimony, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_F_VII,REG_ART_119,fraction,VII,,,"Photographs, websites, documents, and other items provided by science and technology.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_119_P2,REG_ART_119,paragraph,,2,,"In the case of expert evidence or witness testimony, it shall be necessary to specify the facts they will deal with and indicate the name and address of the expert or the witnesses, producing the list of questions or the interrogatories, respectively, to prepare the same. Without these, the evidence will be deemed as not offered.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P1,REG_ART_120,paragraph,,1,,"After the request is admitted and without prejudice to the provisions of Article 54 of the Law, the Institute shall order conciliation between the parties according to the following procedure:",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_F_I,REG_ART_120,fraction,I,,,"In the order admitting the request for protection of rights, the Institute shall require the parties to declare, by any means, their willingness to reconcile, within a period of ten days, calculated from the date of notification of the order. The order shall contain a summary of the request for protection of personal data and the response of the data controller, if any, indicating the common elements and the points in dispute.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P2,REG_ART_120,paragraph,,2,,"The conciliation may be held in person, by remote or local electronic communication means, or by any other means as determined by the Institute. In any case, the conciliation shall be recorded using means that prove it took place.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P3,REG_ART_120,paragraph,,3,,"The conciliation stage is waived when the data subject is a minor and any of the rights contemplated in the Law for the Protection of the Rights of Children and Adolescents, related to the Law and these Regulations, were violated, unless the minor has duly accredited legal representation.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_F_II,REG_ART_120,fraction,II,,,"If the parties accept the possibility of reconciling, the Institute shall indicate the place or means, day and time for the conciliation hearing which shall take place within twenty days after the Institute receives the declaration of the willingness of the parties to reconcile, attempting to reconcile the interests of the data subject and the data controller.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P4,REG_ART_120,paragraph,,4,,"The conciliator may, at any time during the conciliation, require the parties to produce within a maximum period of five days, the evidence that they consider necessary for the conciliation.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P5,REG_ART_120,paragraph,,5,,"The conciliator may suspend the conciliation hearing when he deems it appropriate or at the request of both parties, up to two times. If the hearing is suspended, the conciliator shall state the day and time for its resumption.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P6,REG_ART_120,paragraph,,6,,"A record shall be made of any conciliation hearing, showing its result. If the data controller or the data subject or their respective representatives do not sign the record, this will not affect its validity, it being necessary to state the refusal.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_F_III,REG_ART_120,fraction,III,,,"If a party does not attend the conciliation hearing and justifies the absence within a period of five days, a second conciliation hearing will be called. If the party does not attend the latter hearing, the proceedings for the protection of rights will continue. If a party fails to attend a conciliation hearing without justification, the proceedings shall continue.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_F_IV,REG_ART_120,fraction,IV,,,"In the absence of agreement in the conciliation hearing, the proceedings for the protection of rights will continue;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_F_V,REG_ART_120,fraction,V,,,"If reconciliation is achieved at the hearing, the agreement shall be put in writing and will be binding and shall state, if applicable, the period for it to be complied with, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_F_VI,REG_ART_120,fraction,VI,,,"Compliance with the agreement shall terminate the proceedings for the protection of rights; if not complied with, the Institute shall resume the proceedings.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P7,REG_ART_120,paragraph,,7,,The period referred to in Article 47 of the Law will be suspended during the period for compliance with the conciliation agreement.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_120_P8,REG_ART_120,paragraph,,8,,"The procedure established in this Article does not prevent the Institute, pursuant to Article 54 of the Law, from seeking conciliation at any time during the procedure for the protection of rights.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_121_P1,REG_ART_121,paragraph,,1,,"For the purposes of the penultimate paragraph of Article 45 of the Law, the Institute shall determine, if applicable, the place or means, date and time for the hearing, which may be postponed only for justified cause. At the hearing, evidence which by its nature so requires, shall be submitted and a record of this made.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_122_P1,REG_ART_122,paragraph,,1,,"Once an order had been made recording that all evidence had been submitted, the file will be made available to the parties in order for them to formulate arguments, if they wish to do so, within a period of five days, calculated from the notification of the order referred to in this Article. At the end of this period, the proceedings shall be closed and the Institute shall issue its decision within the period established in Article 47 of the Law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_123_P1,REG_ART_123,paragraph,,1,,"If no interested third party has been indicated, a third party may appear in the proceedings by filing a document proving his legal standing to intervene in the matter and may do so up to the closing of the proceedings. Such party must attach to his document the document proving his identity when he does not act in his own name and the documentary evidence offered by him.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_124_P1,REG_ART_124,paragraph,,1,,"If the proceedings begin due to a failure of the data controller to respond to a request for the exercise of ARCO rights, the Institute shall send a copy to the data controller so that it may prove, as applicable, that it did respond the request, or in the absence thereof, issue a response and communicate this to the data subject with a copy to the Institute within a period of ten days from the notification.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_124_P2,REG_ART_124,paragraph,,2,,"If the data controller proves that it did respond the request for exercise of rights on time and in the proper form and had so notified the data subject or his representative, the proceedings for the protection of rights shall be dismissed for want of subject matter, in accordance with the provisions of Article 53 (IV) of the Law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_124_P3,REG_ART_124,paragraph,,3,,"When the data controller proves that it did respond the request for exercise of rights on time and in the proper form and the request for the procedure for the protection of rights was not filed by the data subject within the period established by Law and these Regulations, the proceedings for the protection of rights shall be dismissed for being filed out-of-time, in accordance with the provisions of Article 53 (III) of the Law, as related to Article 52 (V) of the Law.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_124_P4,REG_ART_124,paragraph,,4,,"If the response was issued by the data controller during the proceedings for the protection of rights or was issued outside the period established in Article 32 of the Law, the data controller shall notify the Institute and the data subject of the response so that within a period of fifteen days from notification, the latter may take the appropriate steps to continue the course of the proceedings. If the data subject declares his satisfaction with the response, the proceedings shall be discontinued for want of subject matter.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_124_P5,REG_ART_124,paragraph,,5,,"When the data controller does not comply with the requirement referred to in the first paragraph of this Article, the facts declared by the applicant shall be deemed true and a decision made based on the items found in the file.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_125_P1,REG_ART_125,paragraph,,1,,The decisions of the Institute must be complied with within the time period and in the terms stated in them and may be used as the basis for other proceedings contemplated in the Law.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_126_P1,REG_ART_126,paragraph,,1,,"Against a decision in the proceedings for the protection of rights, a nullity action may be filed with the Federal Tax and Administrative Justice Tribunal.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_127_P1,REG_ART_127,paragraph,,1,,"If the request for the protection of rights does not contain any of the causes for admissibility provided in Article 115 of these Regulations, but refers to the inspection proceedings contained in Chapter IX of these Regulations, the proceedings shall be referred to the competent department or agency, within a period of no more than ten days, calculated from the day on which the request was received.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_128_P1,REG_ART_128,paragraph,,1,,"The Institute, in order to prove compliance with the provisions of the Law or the regulations arising from it, may begin an inspection proceeding, requiring the data controller to provide the necessary documentation or visiting the establishment where the databases are located.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_129_P1,REG_ART_129,paragraph,,1,,"Inspections may be initiated ex officio or at the request of a party, upon the instructions of the Plenum of the Institute.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_129_P2,REG_ART_129,paragraph,,2,,"Any person may file a complaint with the Institute about alleged violations of the provisions of the Law and other applicable laws and regulations, provided that they do not fall within the scope of the admissibility of a proceeding for the protection of rights. In this case, the Plenum will determine, upon proper grounds, the admissibility of beginning an inspection proceeding.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_130_P1,REG_ART_130,paragraph,,1,,"While carrying out an inspection, the personnel of the Institute shall have official authority to certify the accuracy of facts related to the transactions they are carrying out.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_P1,REG_ART_131,paragraph,,1,,The complaint must indicate the following:,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_F_I,REG_ART_131,fraction,I,,,"Name and address of the complainant, or if applicable, the means of receiving notifications;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_F_II,REG_ART_131,fraction,II,,,"List of the facts on which the complaint is based, and if applicable, the evidence to prove the allegations, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_F_III,REG_ART_131,fraction,III,,,"Name and address of the complainant, or if applicable, information on the complainant’s location.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_P2,REG_ART_131,paragraph,,2,,The complaint may be filed by the same means as is established for proceedings for the protection of rights.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_P3,REG_ART_131,paragraph,,3,,"When the complainant files his complaint by electronic means through the system established by the Institute, it will be understood that he accepts that notifications will be made to him by the same system or through other electronic means generated by this, unless he indicates a different means for notifications.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_131_P4,REG_ART_131,paragraph,,4,,"When the proceedings are carried out as a consequence of a complaint, the Institute shall acknowledge receipt of the complaint and may request the documentation it deems appropriate to carry out the proceedings.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_132_P1,REG_ART_132,paragraph,,1,,"The inspection proceedings will have a maximum duration of one hundred and eighty days, calculated from the day the Plenum issues the decision to begin and shall conclude with a decision. The Plenum of the Institute may extend this term once for up to an equal period.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_132_P2,REG_ART_132,paragraph,,2,,"The Institute may carry out various inspections to gather the necessary evidence which inspections shall not take longer than a maximum of ten days for each one. Notice of this period must be given to the data controller or data processor, and if applicable, to the complainant.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_133_P1,REG_ART_133,paragraph,,1,,"The personnel of the Institute who carry out the inspections must have a legally proper written order bearing the handwritten signature of the competent official of the Institute, specifying the location of the establishment of the data controller or the location of the databases that are the subject of the inspection, the purpose and scope of the visit, and the provisions of the law upon which it is based.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_134_P1,REG_ART_134,paragraph,,1,,"When starting the visit, the inspector must show a valid credential with photograph, issued by the Institute, which accredits him to carry out such function, as well as the legally proper written order referred to in the previous Article, a copy of which must be left with the person visited.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_135_P1,REG_ART_135,paragraph,,1,,"The inspection will conclude with the drawing up of the minutes of the inspection which shall indicate the steps taken during the inspection(s). The minutes will be drawn up in the presence of two witnesses proposed by the person with whom the proceedings took place or by the inspector, if the former refuses to propose them.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_135_P2,REG_ART_135,paragraph,,2,,"The minutes issued in duplicate shall be signed by the inspector and by the data controller, data processor, or the person with whom the inspection took place, who may take such steps as are considered appropriate.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_135_P3,REG_ART_135,paragraph,,3,,"If the party inspected refuses to sign the minutes, this circumstance shall be expressly noted therein. The refusal shall not affect the validity of the proceedings or the minutes themselves. The signature of the party inspected will not be considered as agreement with the minutes, only as the receipt thereof.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_135_P4,REG_ART_135,paragraph,,4,,The party inspected will be given one of the originals of the inspection minutes and the other will be incorporated in the file.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_P1,REG_ART_136,paragraph,,1,,The inspection minutes shall state:,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_I,REG_ART_136,fraction,I,,,Name of the party inspected;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_II,REG_ART_136,fraction,II,,,"Time, day, month and year when the inspection began and ended;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_III,REG_ART_136,fraction,III,,,"Information clearly identifying the address, such as street, number, area [colonia], municipality or district [delegación], postal code, and state where the visit took place, as well as the telephone number or other form of communication available for the party inspected;",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_IV,REG_ART_136,fraction,IV,,,Number and date of the order authorizing the inspection;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_V,REG_ART_136,fraction,V,,,Name and title of the person with whom the inspection was conducted;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_VI,REG_ART_136,fraction,VI,,,Name and address of the people who acted as witnesses;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_VII,REG_ART_136,fraction,VII,,,Information concerning the proceedings;,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_VIII,REG_ART_136,fraction,VIII,,,"Declaration of the party inspected, if he wishes to give it, and",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_F_IX,REG_ART_136,fraction,IX,,,"Name and signature of those taking part in the inspection, including those of the inspectors. If the party inspected or his legal representative refuses to sign, this will not affect the validity of the minutes, although the inspector shall make a note thereof.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_136_P2,REG_ART_136,paragraph,,2,,The parties inspected for whom the minutes of the inspection were drawn up may make observations in the minutes and take such steps with respect to the contents of the minutes as they consider legally appropriate or may do so in writing within a period of five days after the date of the minutes.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_137_P1,REG_ART_137,paragraph,,1,,"The inspection proceedings shall conclude with a decision issued by the Plenum of the Institute, establishing, if applicable, the measures to be adopted by the data controller within the period established therein.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_137_P2,REG_ART_137,paragraph,,2,,"The decision of the Plenum may begin the commencement of sanction proceedings or establish a period for them to begin, something which will be carried out pursuant to the provisions of the Law and these Regulations.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_137_P3,REG_ART_137,paragraph,,3,,"Notice of the decision of the Plenum shall be given to the party inspected and to the complainant, if any.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_138_P1,REG_ART_138,paragraph,,1,,"Against the decision issued in the inspection proceedings, a nullity action may be filed with the Federal Tax and Administrative Justice Tribunal.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_139_P1,REG_ART_139,paragraph,,1,,"If the complaint filed does not refer to the proceedings mentioned in this Chapter, but instead to one of the bases for admissibility of proceedings for the protection of rights contained in Article 115 of these Regulations, the matter will be redirected to the appropriate administrative office, within a period not to exceed ten days, calculated from the day on which the request was received.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_140_P1,REG_ART_140,paragraph,,1,,"For the purposes of Article 61 of the Law, the Institute shall begin proceedings for imposing sanctions when, from proceedings for the protection of rights or from an inspection, presumed violations of the Law capable of being sanctioned under Article 64 of the Law have been seen. Once the proceedings for doing so have been completed, the appropriate decision will be issued.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_140_P2,REG_ART_140,paragraph,,2,,The proceedings will begin by notification to the presumed violator at the address recorded with the Institute in the proceedings for the protection of rights or inspection.,KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_140_P3,REG_ART_140,paragraph,,3,,"The notification will be accompanied by a report describing the facts constituting the presumed violation, summoning the presumed violator to provide a response within a period of fifteen days, calculated from the day on which the notification takes effect, and offer the evidence it considers appropriate.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_141_P1,REG_ART_141,paragraph,,1,,"The presumed violator shall make concrete statements in its response concerning each of the facts expressly imputed to him, affirming them, denying them, indicating that he has no knowledge of them because they are not his own or explaining how they occurred, as the case may be; and will submit arguments to deny the violation of which he is charged and the evidence thereof.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_141_P2,REG_ART_141,paragraph,,2,,"If expert or witness testimony evidence is offered, the facts to be dealt with must be specified and the names and addresses of the expert or witnesses must be stated, attaching the list of questions or interrogatories, respectively, needed to prepare the same. Without these indications, the evidence shall be deemed as not offered.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_142_P1,REG_ART_142,paragraph,,1,,"Concerning the offer of evidence by the presumed violator, a decision must be made admitting or rejecting the same, and evidence will then be submitted.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_142_P2,REG_ART_142,paragraph,,2,,"If necessary, the place, date and time will be established for the submission of evidence, which by its nature, requires this. A record of the hearing and submission of evidence shall be prepared.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_143_P1,REG_ART_143,paragraph,,1,,"After the submission of evidence, if applicable, the presumed violator shall be notified that he has five days to submit arguments, calculated from the day on which the notification takes effect. At the end of this period, the proceedings will be closed and the decision of the Institute shall be issued within a period not exceeding fifty days from the beginning of the proceedings.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_143_P2,REG_ART_143,paragraph,,2,,"In justified cases, the Plenum of the Institute may extend once, for up to a period equal to the period of fifty days referred to in the previous paragraph.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
REG_ART_144_P1,REG_ART_144,paragraph,,1,,"Against the decision in the proceedings for imposing sanctions, a nullity action may be filed with the Federal Tax and Administrative Justice Tribunal.",KB 2/Mexico/2_regulations_to_the_flppdhpp.pdf
